,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
489,M4P,43.7127511,-79.3901975,Gym,43.71312601210131,-79.39353747528043,Gym
490,M4P,43.7127511,-79.3901975,Love To Dance,43.70838672789582,-79.39055765587766,Dance Studio
491,M4R,43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522093,Yoga Studio
492,M4R,43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
493,M4R,43.7153834,-79.40567840000001,Civello Salon,43.71511093497453,-79.40030409940266,Salon / Barbershop
494,M4R,43.7153834,-79.40567840000001,Sushi Shop,43.713861,-79.400093,Restaurant
495,M4R,43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
496,M4R,43.7153834,-79.40567840000001,Nailsense,43.71746731916717,-79.40065341489495,Spa
497,M4R,43.7153834,-79.40567840000001,lululemon,43.7134783384539,-79.4000817882245,Clothing Store
498,M4R,43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
499,M4R,43.7153834,-79.40567840000001,Dufflet Pastries,43.71572948229811,-79.40028336157728,Dessert Shop
500,M4R,43.7153834,-79.40567840000001,Starbucks,43.71559,-79.40045,Coffee Shop
501,M4R,43.7153834,-79.40567840000001,A&W,43.715149,-79.399944,Fast Food Restaurant
502,M4R,43.7153834,-79.40567840000001,Tim Hortons,43.71489400011398,-79.39977586269379,Coffee Shop
503,M4R,43.7153834,-79.40567840000001,GAP,43.71544977487359,-79.40008916661074,Clothing Store
504,M4R,43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
505,M4R,43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
506,M4R,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.71206179547874,-79.40425523454469,Park
507,M4R,43.7153834,-79.40567840000001,Roots,43.716193862387414,-79.40066099166876,Clothing Store
508,M4R,43.7153834,-79.40567840000001,Club Monaco,43.714967738797675,-79.40032705135621,Clothing Store
509,M4R,43.7153834,-79.40567840000001,Toys Toys Toys,43.71588939670437,-79.40024996383728,Toy / Game Store
510,M4R,43.7153834,-79.40567840000001,GAP,43.714009,-79.399959,Clothing Store
511,M4R,43.7153834,-79.40567840000001,the bagel house,43.714004,-79.399953,Bagel Shop
512,M4R,43.7153834,-79.40567840000001,Budget Car & Truck Rental,43.718479,-79.401165,Rental Car Location
513,M4S,43.7043244,-79.3887901,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
514,M4S,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
515,M4S,43.7043244,-79.3887901,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
516,M4S,43.7043244,-79.3887901,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
517,M4S,43.7043244,-79.3887901,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
518,M4S,43.7043244,-79.3887901,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
519,M4S,43.7043244,-79.3887901,Starbucks,43.70594,-79.38941,Coffee Shop
520,M4S,43.7043244,-79.3887901,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
521,M4S,43.7043244,-79.3887901,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
522,M4S,43.7043244,-79.3887901,Positano,43.704558,-79.38863854,Italian Restaurant
523,M4S,43.7043244,-79.3887901,June Rowlands Park,43.70051698238234,-79.38918866607341,Park
524,M4S,43.7043244,-79.3887901,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
525,M4S,43.7043244,-79.3887901,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
526,M4S,43.7043244,-79.3887901,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
527,M4S,43.7043244,-79.3887901,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
528,M4S,43.7043244,-79.3887901,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
529,M4S,43.7043244,-79.3887901,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
530,M4S,43.7043244,-79.3887901,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
531,M4S,43.7043244,-79.3887901,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
532,M4S,43.7043244,-79.3887901,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
533,M4S,43.7043244,-79.3887901,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
534,M4S,43.7043244,-79.3887901,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
535,M4S,43.7043244,-79.3887901,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
536,M4S,43.7043244,-79.3887901,Apple Tree Farmer's Market,43.70032613903132,-79.38976045544334,Farmers Market
537,M4S,43.7043244,-79.3887901,Starving Artist,43.701538,-79.38724,Restaurant
538,M4S,43.7043244,-79.3887901,Meow Cat Cafe,43.702927,-79.38819,Café
539,M4S,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
540,M4S,43.7043244,-79.3887901,Subway,43.70176337400996,-79.38780495416756,Sandwich Place
541,M4S,43.7043244,-79.3887901,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
542,M4S,43.7043244,-79.3887901,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
543,M4S,43.7043244,-79.3887901,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
544,M4S,43.7043244,-79.3887901,Chef Upstairs,43.70189243799318,-79.38780865986438,American Restaurant
545,M4S,43.7043244,-79.3887901,Seven 44,43.707187025383305,-79.38973979514955,Bar
546,M4S,43.7043244,-79.3887901,Pizza Nova,43.70752400823691,-79.3898628311206,Pizza Place
547,M4S,43.7043244,-79.3887901,Joanne's Deli,43.708226788801085,-79.39107445800583,Deli / Bodega
548,M4T,43.6895743,-79.38315990000001,Moorevale Park,43.693609879336925,-79.38346507970056,Playground
549,M4V,43.68641229999999,-79.4000493,The Market By Longo’s,43.686711,-79.399536,Supermarket
550,M4V,43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
551,M4V,43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
552,M4V,43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
553,M4V,43.68641229999999,-79.4000493,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
554,M4V,43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
555,M4V,43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
556,M4V,43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
557,M4V,43.68641229999999,-79.4000493,RBC Royal Bank,43.68806164142636,-79.39500079795525,Bank
558,M4V,43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
559,M4V,43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
560,M4V,43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
561,M4V,43.68641229999999,-79.4000493,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
562,M4V,43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
563,M4V,43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
564,M4V,43.68641229999999,-79.4000493,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
565,M4W,43.6795626,-79.37752940000001,Rosedale Park,43.68232820227814,-79.37893434347683,Playground
566,M4W,43.6795626,-79.37752940000001,Whitney Park,43.68203573063681,-79.37378835021306,Park
567,M4W,43.6795626,-79.37752940000001,Alex Murray Parkette,43.678300240478954,-79.38277328698108,Park
568,M4W,43.6795626,-79.37752940000001,Milkman's Lane,43.676352068015554,-79.37384239440172,Trail
569,M4X,43.667967,-79.3676753,Cranberries,43.6678427705951,-79.36940687874281,Diner
570,M4X,43.667967,-79.3676753,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
571,M4X,43.667967,-79.3676753,Butter Chicken Factory,43.66707247004843,-79.36918422958169,Indian Restaurant
572,M4X,43.667967,-79.3676753,Kingyo Toronto,43.66589495808371,-79.36841520638596,Japanese Restaurant
573,M4X,43.667967,-79.3676753,Murgatroid,43.66738149016019,-79.36931129229457,Restaurant
574,M4X,43.667967,-79.3676753,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
575,M4X,43.667967,-79.3676753,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
576,M4X,43.667967,-79.3676753,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
577,M4X,43.667967,-79.3676753,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
578,M4X,43.667967,-79.3676753,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
579,M4X,43.667967,-79.3676753,St. Jamestown Delicatessen,43.66581142395609,-79.36864825640076,Butcher
580,M4X,43.667967,-79.3676753,Pet Valu,43.66420501339666,-79.36846012382637,Pet Store
581,M4X,43.667967,-79.3676753,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
582,M4X,43.667967,-79.3676753,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
583,M4X,43.667967,-79.3676753,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
584,M4X,43.667967,-79.3676753,Kanpai Snack Bar,43.664330935948634,-79.36806503124257,Taiwanese Restaurant
585,M4X,43.667967,-79.3676753,Labour Of Love,43.663907,-79.368822,Gift Shop
586,M4X,43.667967,-79.3676753,The Epicure Shop,43.663964860964924,-79.36779540886938,Deli / Bodega
587,M4X,43.667967,-79.3676753,Wellesley Park,43.6696487958367,-79.3621551990509,Park
588,M4X,43.667967,-79.3676753,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
589,M4X,43.667967,-79.3676753,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
590,M4X,43.667967,-79.3676753,TD Canada Trust,43.66465469253796,-79.36788707971579,Bank
591,M4X,43.667967,-79.3676753,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
592,M4X,43.667967,-79.3676753,Thai Room - Cabbagetown,43.6641587260231,-79.36818872980979,Thai Restaurant
593,M4X,43.667967,-79.3676753,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
594,M4X,43.667967,-79.3676753,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
595,M4X,43.667967,-79.3676753,Winchester Park,43.66623107575282,-79.3716312803108,Playground
596,M4X,43.667967,-79.3676753,Daniel et Daniel Event Creation & Catering,43.6643837,-79.3683282,Bakery
597,M4X,43.667967,-79.3676753,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
598,M4X,43.667967,-79.3676753,The Beer Store,43.6664079,-79.368833,Beer Store
599,M4X,43.667967,-79.3676753,Subway,43.66564329610601,-79.3683001523662,Sandwich Place
600,M4X,43.667967,-79.3676753,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
601,M4X,43.667967,-79.3676753,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
602,M4X,43.667967,-79.3676753,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718695,Pub
603,M4X,43.667967,-79.3676753,Johnny G's,43.66456495893274,-79.36806027251208,Breakfast Spot
604,M4X,43.667967,-79.3676753,China Gourmet,43.6641802410051,-79.36835925727236,Chinese Restaurant
605,M4X,43.667967,-79.3676753,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
606,M4X,43.667967,-79.3676753,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
607,M4X,43.667967,-79.3676753,El Charro,43.667606,-79.36949,Restaurant
608,M4X,43.667967,-79.3676753,Wellesley Parliament Square,43.668589018294284,-79.37016915914073,Plaza
609,M4X,43.667967,-79.3676753,No Frills,43.663515,-79.367166,Grocery Store
610,M4X,43.667967,-79.3676753,Park Snacks,43.66697911709206,-79.36311542987823,Snack Place
611,M4Y,43.6658599,-79.38315990000001,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
612,M4Y,43.6658599,-79.38315990000001,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
613,M4Y,43.6658599,-79.38315990000001,Como En Casa,43.66516,-79.384796,Mexican Restaurant
614,M4Y,43.6658599,-79.38315990000001,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
615,M4Y,43.6658599,-79.38315990000001,Wickson Social,43.66590450775969,-79.38571974166427,Gastropub
616,M4Y,43.6658599,-79.38315990000001,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
617,M4Y,43.6658599,-79.38315990000001,Bar Volo,43.66546184849369,-79.38569158315659,Beer Bar
618,M4Y,43.6658599,-79.38315990000001,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
619,M4Y,43.6658599,-79.38315990000001,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
620,M4Y,43.6658599,-79.38315990000001,Sansotei Ramen 三草亭,43.666734794517005,-79.3853530009483,Ramen Restaurant
621,M4Y,43.6658599,-79.38315990000001,Dal Moro's Fresh Pasta To Go,43.66664070494267,-79.38540023837237,Italian Restaurant
622,M4Y,43.6658599,-79.38315990000001,Hero Certified Burgers,43.66562403029978,-79.38090430769088,Burger Joint
623,M4Y,43.6658599,-79.38315990000001,Ho's Team Barber Shop,43.66563031656884,-79.38135926650858,Salon / Barbershop
624,M4Y,43.6658599,-79.38315990000001,T-Swirl Crepe,43.663452,-79.384125,Creperie
625,M4Y,43.6658599,-79.38315990000001,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
626,M4Y,43.6658599,-79.38315990000001,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
627,M4Y,43.6658599,-79.38315990000001,Si Lom,43.66501007731949,-79.38068288199048,Thai Restaurant
628,M4Y,43.6658599,-79.38315990000001,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
629,M4Y,43.6658599,-79.38315990000001,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
630,M4Y,43.6658599,-79.38315990000001,Openmat Mixed Martial Arts,43.666171607941095,-79.3847667237342,Martial Arts Dojo
631,M4Y,43.6658599,-79.38315990000001,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
632,M4Y,43.6658599,-79.38315990000001,Tokyo Grill,43.665085238149395,-79.38470692554789,Japanese Restaurant
633,M4Y,43.6658599,-79.38315990000001,Sushi Garden,43.66485840073255,-79.38494112880176,Sushi Restaurant
634,M4Y,43.6658599,-79.38315990000001,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
635,M4Y,43.6658599,-79.38315990000001,Toronto Hemp Company,43.668419429320515,-79.38584843598086,Smoke Shop
636,M4Y,43.6658599,-79.38315990000001,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
637,M4Y,43.6658599,-79.38315990000001,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
638,M4Y,43.6658599,-79.38315990000001,Kothur Indian Cuisine,43.66787229558206,-79.38565911153148,Indian Restaurant
639,M4Y,43.6658599,-79.38315990000001,Churchmouse & Firkin,43.66463217328346,-79.38040612389896,Pub
640,M4Y,43.6658599,-79.38315990000001,The Men's Room,43.664445596525944,-79.38006704821788,Men's Store
641,M4Y,43.6658599,-79.38315990000001,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
642,M4Y,43.6658599,-79.38315990000001,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
643,M4Y,43.6658599,-79.38315990000001,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
644,M4Y,43.6658599,-79.38315990000001,Central YMCA,43.663083310067655,-79.38502493214878,Distribution Center
645,M4Y,43.6658599,-79.38315990000001,Hoki Poké,43.665354,-79.384544,Poke Place
646,M4Y,43.6658599,-79.38315990000001,Woody's and Sailor,43.664389684023526,-79.38036131100687,Gay Bar
647,M4Y,43.6658599,-79.38315990000001,Bikram Yoga Yonge,43.66820532149228,-79.38578009605408,Yoga Studio
648,M4Y,43.6658599,-79.38315990000001,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
649,M4Y,43.6658599,-79.38315990000001,Starbucks,43.66498,-79.38051,Coffee Shop
650,M4Y,43.6658599,-79.38315990000001,Kawa Sushi,43.66389438938988,-79.38021009464505,Japanese Restaurant
651,M4Y,43.6658599,-79.38315990000001,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
652,M4Y,43.6658599,-79.38315990000001,Out On The Street,43.668293169032786,-79.3803404783587,Men's Store
653,M4Y,43.6658599,-79.38315990000001,Kintaro,43.664151602498634,-79.38026409399562,Sake Bar
654,M4Y,43.6658599,-79.38315990000001,Wish,43.66875926600152,-79.38569365317709,Restaurant
655,M4Y,43.6658599,-79.38315990000001,O. Noir,43.66914465420568,-79.38250465821741,Restaurant
656,M4Y,43.6658599,-79.38315990000001,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
657,M4Y,43.6658599,-79.38315990000001,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
658,M4Y,43.6658599,-79.38315990000001,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
659,M4Y,43.6658599,-79.38315990000001,Wow! Sushi,43.668514,-79.386686,Sushi Restaurant
660,M4Y,43.6658599,-79.38315990000001,Cawthra Square Dog Park,43.66658331158984,-79.3800401687622,Dog Run
661,M4Y,43.6658599,-79.38315990000001,Rolltation,43.669388,-79.386566,Sushi Restaurant
662,M4Y,43.6658599,-79.38315990000001,The Betty Oliphant Theatre,43.6643149030362,-79.37772963287725,Theater
663,M4Y,43.6658599,-79.38315990000001,Tokyo Kitchen,43.66878262373862,-79.38515305215851,Japanese Restaurant
664,M4Y,43.6658599,-79.38315990000001,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant
665,M4Y,43.6658599,-79.38315990000001,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
666,M4Y,43.6658599,-79.38315990000001,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
667,M4Y,43.6658599,-79.38315990000001,The Salad House,43.669508018475916,-79.38606068373156,Mediterranean Restaurant
668,M4Y,43.6658599,-79.38315990000001,Onnki Donburi,43.669757426551236,-79.3845741987884,Japanese Restaurant
669,M4Y,43.6658599,-79.38315990000001,Constantine,43.668772727073986,-79.38528710685651,Mediterranean Restaurant
670,M4Y,43.6658599,-79.38315990000001,The Blake House,43.664468354131486,-79.37747087203942,American Restaurant
671,M4Y,43.6658599,-79.38315990000001,Joe Fresh,43.661956,-79.38016,Clothing Store
672,M4Y,43.6658599,-79.38315990000001,Kokoni Izakaya,43.664181433817156,-79.38025833040214,Japanese Restaurant
673,M4Y,43.6658599,-79.38315990000001,Church Street Garage,43.664710240695925,-79.3803316033599,Gay Bar
674,M4Y,43.6658599,-79.38315990000001,Town Inn Suites,43.66905597213064,-79.38257311903673,Hotel
675,M4Y,43.6658599,-79.38315990000001,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
676,M4Y,43.6658599,-79.38315990000001,Flash,43.66431873076484,-79.38019013536531,Strip Club
677,M4Y,43.6658599,-79.38315990000001,Noah's Natural Foods,43.66853209575393,-79.38588463120627,Food & Drink Shop
678,M4Y,43.6658599,-79.38315990000001,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden
679,M4Y,43.6658599,-79.38315990000001,Bishop and Belcher,43.67009573008565,-79.38235405899651,Pub
680,M4Y,43.6658599,-79.38315990000001,A&W,43.66641495866356,-79.37823495735253,Fast Food Restaurant
681,M4Y,43.6658599,-79.38315990000001,Asahi Sushi,43.66987385309732,-79.38294265075162,Sushi Restaurant
682,M4Y,43.6658599,-79.38315990000001,Croissant Tree,43.66957516951418,-79.3823307429487,Coffee Shop
683,M4Y,43.6658599,-79.38315990000001,Church Street & Maitland Street,43.66370189799765,-79.38030969666022,Intersection
684,M4Y,43.6658599,-79.38315990000001,Petro-Canada,43.666637,-79.378028,Gas Station
685,M4Y,43.6658599,-79.38315990000001,TTC Streetcar #506 College,43.664857511689995,-79.37767515533156,Cable Car
686,M5A,43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
687,M5A,43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
688,M5A,43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
689,M5A,43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65324910177244,-79.35800826343677,Distribution Center
690,M5A,43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
691,M5A,43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
692,M5A,43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
693,M5A,43.6542599,-79.3606359,The Extension Room,43.65331304337331,-79.35972538072777,Gym / Fitness Center
694,M5A,43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
695,M5A,43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
696,M5A,43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
697,M5A,43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
698,M5A,43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
699,M5A,43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
700,M5A,43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
701,M5A,43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
702,M5A,43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
703,M5A,43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
704,M5A,43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
705,M5A,43.6542599,-79.3606359,Cocina Economica,43.65495889022676,-79.3656572507398,Mexican Restaurant
706,M5A,43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
707,M5A,43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
708,M5A,43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
709,M5A,43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
710,M5A,43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
711,M5A,43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
712,M5A,43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
713,M5A,43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
714,M5A,43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
715,M5A,43.6542599,-79.3606359,Greg's Ice Cream,43.65010164153305,-79.3604404498866,Ice Cream Shop
716,M5A,43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
717,M5A,43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
718,M5A,43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
719,M5A,43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
720,M5A,43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
721,M5A,43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
722,M5A,43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
723,M5A,43.6542599,-79.3606359,Izumi,43.6499697935016,-79.36015326451906,Asian Restaurant
724,M5A,43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
725,M5A,43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
726,M5A,43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
727,M5A,43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
728,M5A,43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
729,M5A,43.6542599,-79.3606359,Flame Shack,43.656844075440546,-79.35891727496157,Restaurant
730,M5A,43.6542599,-79.3606359,Residence & Conference Centre,43.65304,-79.35704,Hotel
731,M5A,43.6542599,-79.3606359,The Healthy Road,43.656264585886454,-79.35711882680904,Health Food Store
732,M5A,43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
733,M5A,43.6542599,-79.3606359,Sumach-Shuter Parkette,43.65848972987893,-79.35869192148257,Playground
734,M5B,43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
735,M5B,43.6571618,-79.37893709999999,DAVIDsTEA,43.65697339589283,-79.38103961039258,Tea Room
736,M5B,43.6571618,-79.37893709999999,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
737,M5B,43.6571618,-79.37893709999999,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
738,M5B,43.6571618,-79.37893709999999,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
739,M5B,43.6571618,-79.37893709999999,Page One Cafe,43.65777161112601,-79.3760725691681,Café
740,M5B,43.6571618,-79.37893709999999,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
741,M5B,43.6571618,-79.37893709999999,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
742,M5B,43.6571618,-79.37893709999999,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
743,M5B,43.6571618,-79.37893709999999,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
744,M5B,43.6571618,-79.37893709999999,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
745,M5B,43.6571618,-79.37893709999999,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
746,M5B,43.6571618,-79.37893709999999,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
747,M5B,43.6571618,-79.37893709999999,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
748,M5B,43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
749,M5B,43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
750,M5B,43.6571618,-79.37893709999999,Oakham Café,43.658077944767534,-79.37831497990125,Café
751,M5B,43.6571618,-79.37893709999999,CF Toronto Eaton Centre,43.654540112988535,-79.38067738352993,Shopping Mall
752,M5B,43.6571618,-79.37893709999999,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
