,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,M1B,43.806686299999996,-79.19435340000001,Wendy’s,43.80744841934756,-79.19905558052072,Fast Food Restaurant
1,M1C,43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
2,M1C,43.7845351,-79.16049709999999,Scarborough Historical Society,43.78875526434558,-79.162437915802,History Museum
3,M1E,43.7635726,-79.1887115,RBC Royal Bank,43.76678992471017,-79.19115118872593,Bank
4,M1E,43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
5,M1E,43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
6,M1E,43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
7,M1E,43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
8,M1E,43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
9,M1E,43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
10,M1G,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
11,M1G,43.7709921,-79.21691740000001,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
12,M1G,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
13,M1G,43.7709921,-79.21691740000001,Leslie & Giles Insurance Limited,43.7731162,-79.2195586,Insurance Office
14,M1H,43.773136,-79.23947609999999,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
15,M1H,43.773136,-79.23947609999999,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
16,M1H,43.773136,-79.23947609999999,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
17,M1H,43.773136,-79.23947609999999,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
18,M1H,43.773136,-79.23947609999999,TD Canada Trust,43.7748302,-79.2412514,Bank
19,M1H,43.773136,-79.23947609999999,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
20,M1H,43.773136,-79.23947609999999,Petro-Canada,43.774106,-79.243097,Gas Station
21,M1H,43.773136,-79.23947609999999,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
22,M1J,43.7447342,-79.23947609999999,McCowan Park,43.74508851212816,-79.239335687338,Playground
23,M1J,43.7447342,-79.23947609999999,True Discount Convenience Store,43.74385420196717,-79.24464963318577,Convenience Store
24,M1K,43.7279292,-79.26202940000002,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
25,M1K,43.7279292,-79.26202940000002,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
26,M1K,43.7279292,-79.26202940000002,Tandy Leather,43.7269737868054,-79.26651349240451,Hobby Shop
27,M1K,43.7279292,-79.26202940000002,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
28,M1K,43.7279292,-79.26202940000002,Kennedy GO Station,43.73227476873184,-79.26241750386065,Train Station
29,M1K,43.7279292,-79.26202940000002,Kennedy Station Passenger Pickup,43.73200926072711,-79.26453709017373,Bus Station
30,M1L,43.711111700000004,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Ice Cream Shop
31,M1L,43.711111700000004,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
32,M1L,43.711111700000004,-79.2845772,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
33,M1L,43.711111700000004,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
34,M1L,43.711111700000004,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
35,M1L,43.711111700000004,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
36,M1L,43.711111700000004,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
37,M1L,43.711111700000004,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
38,M1L,43.711111700000004,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
39,M1M,43.716316,-79.23947609999999,Have A Nap Motel,43.718256,-79.240135,Motel
40,M1M,43.716316,-79.23947609999999,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
41,M1N,43.692657000000004,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
42,M1N,43.692657000000004,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
43,M1N,43.692657000000004,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
44,M1N,43.692657000000004,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
45,M1P,43.7574096,-79.27330400000001,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
46,M1P,43.7574096,-79.27330400000001,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
47,M1P,43.7574096,-79.27330400000001,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
48,M1P,43.7574096,-79.27330400000001,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
49,M1P,43.7574096,-79.27330400000001,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
50,M1R,43.750071500000004,-79.2958491,Crown Pastries,43.746098,-79.293142,Bakery
51,M1R,43.750071500000004,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
52,M1R,43.750071500000004,-79.2958491,Subway,43.746267251959516,-79.29319313129918,Sandwich Place
53,M1R,43.750071500000004,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
54,M1R,43.750071500000004,-79.2958491,Wexford Heights Plaza,43.74613567457937,-79.29378248248864,Shopping Mall
55,M1R,43.750071500000004,-79.2958491,Frank's Smoke Shop,43.74589,-79.29494,Smoke Shop
56,M1R,43.750071500000004,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
57,M1R,43.750071500000004,-79.2958491,Banh Mi Metro,43.74583,-79.295309,Vietnamese Restaurant
58,M1S,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
59,M1S,43.7942003,-79.26202940000002,El Pulgarcito,43.792647695283875,-79.25920775335268,Latin American Restaurant
60,M1S,43.7942003,-79.26202940000002,Twilight,43.791999483291015,-79.25858447143591,Lounge
61,M1S,43.7942003,-79.26202940000002,Royal Chinese Seafood Restaurant,43.798496,-79.262196,Chinese Restaurant
62,M1T,43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
63,M1T,43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
64,M1T,43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
65,M1T,43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
66,M1T,43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
67,M1T,43.7816375,-79.3043021,Petro-Canada,43.779337,-79.307682,Gas Station
68,M1T,43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
69,M1T,43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
70,M1T,43.7816375,-79.3043021,KFC,43.7804,-79.3007,Fast Food Restaurant
71,M1T,43.7816375,-79.3043021,Enterprise Rent-A-Car,43.77950644323062,-79.30680559697629,Rental Car Location
72,M1T,43.7816375,-79.3043021,Tim Hortons,43.781539295931665,-79.29890736937523,Coffee Shop
73,M1T,43.7816375,-79.3043021,Warden Ave. & Sheppard Ave. E,43.77850036394506,-79.30767709893647,Intersection
74,M1T,43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
75,M1T,43.7816375,-79.3043021,Rexall,43.78073190083844,-79.2982568317862,Pharmacy
76,M1V,43.8152522,-79.2845772,Lickety's,43.81613567921463,-79.28794384002686,Coffee Shop
77,M1V,43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
78,M1V,43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
79,M1W,43.799525200000005,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
80,M1W,43.799525200000005,-79.3183887,Phoenix Restaurant 金鳳餐廳,43.79819775434163,-79.31843152382791,Chinese Restaurant
81,M1W,43.799525200000005,-79.3183887,Price Chopper,43.799444969304986,-79.3185634598668,Grocery Store
82,M1W,43.799525200000005,-79.3183887,RBC Royal Bank,43.798235996624136,-79.31795225759826,Bank
83,M1W,43.799525200000005,-79.3183887,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
84,M1W,43.799525200000005,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
85,M1W,43.799525200000005,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
86,M1W,43.799525200000005,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
87,M1W,43.799525200000005,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
88,M1W,43.799525200000005,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
89,M1W,43.799525200000005,-79.3183887,Metro,43.79782980719172,-79.31849151849747,Supermarket
90,M1W,43.799525200000005,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
91,M1W,43.799525200000005,-79.3183887,Dollarama,43.798394,-79.318453,Discount Store
92,M1W,43.799525200000005,-79.3183887,Taco Bell,43.798897858187395,-79.31870122759385,Fast Food Restaurant
93,M1W,43.799525200000005,-79.3183887,One's Better Living,43.798866,-79.31859,Furniture / Home Store
94,M2H,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
95,M2H,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
96,M2H,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
97,M2H,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
98,M2J,43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
99,M2J,43.7785175,-79.3465557,DAVIDsTEA,43.77759332519533,-79.34508888051846,Tea Room
100,M2J,43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
101,M2J,43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
102,M2J,43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
103,M2J,43.7785175,-79.3465557,SilverCity,43.77868093228815,-79.3440850072426,Movie Theater
104,M2J,43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
105,M2J,43.7785175,-79.3465557,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652,Restaurant
106,M2J,43.7785175,-79.3465557,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
107,M2J,43.7785175,-79.3465557,J.Crew,43.7779417,-79.3451178,Clothing Store
108,M2J,43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
109,M2J,43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
110,M2J,43.7785175,-79.3465557,Apple Fairview,43.7779146,-79.343561,Electronics Store
111,M2J,43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
112,M2J,43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
113,M2J,43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
114,M2J,43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
115,M2J,43.7785175,-79.3465557,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
116,M2J,43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
117,M2J,43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
118,M2J,43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
119,M2J,43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
120,M2J,43.7785175,-79.3465557,RBC Royal Bank,43.777303882018465,-79.3446527392512,Bank
121,M2J,43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
122,M2J,43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
123,M2J,43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
124,M2J,43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
125,M2J,43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
126,M2J,43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
127,M2J,43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
128,M2J,43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
129,M2J,43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
130,M2J,43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
131,M2J,43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
132,M2J,43.7785175,-79.3465557,SEPHORA,43.778366,-79.3437003,Cosmetics Shop
133,M2J,43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
134,M2J,43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
135,M2J,43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
136,M2J,43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
137,M2J,43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
138,M2J,43.7785175,-79.3465557,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
139,M2J,43.7785175,-79.3465557,Hot Topic,43.777865755496514,-79.34452183849298,Clothing Store
140,M2J,43.7785175,-79.3465557,Druxy's,43.77878702526164,-79.34444702976553,Deli / Bodega
141,M2J,43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
142,M2J,43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242404,Tea Room
143,M2J,43.7785175,-79.3465557,Yogen Früz,43.77750779331186,-79.34579440302001,Frozen Yogurt Shop
144,M2J,43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
145,M2J,43.7785175,-79.3465557,Roots Fairview Mall,43.7777833171117,-79.34449017047882,Clothing Store
146,M2J,43.7785175,-79.3465557,Pablo Cheesetart,43.778313,-79.344583,Pastry Shop
147,M2J,43.7785175,-79.3465557,GNC,43.77843789497575,-79.344162940979,Supplement Shop
148,M2J,43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514216,Women's Store
149,M2J,43.7785175,-79.3465557,Bath & Body Works,43.778348810835624,-79.34386521577835,Distribution Center
150,M2J,43.7785175,-79.3465557,Bench,43.7781356356903,-79.34382462972395,Clothing Store
151,M2J,43.7785175,-79.3465557,Forever XXI,43.778289762312255,-79.34330244159452,Clothing Store
152,M2J,43.7785175,-79.3465557,Dynamite,43.77812931492771,-79.34362321088628,Women's Store
153,M2J,43.7785175,-79.3465557,Foot Locker,43.778328613380154,-79.34353613154119,Shoe Store
154,M2J,43.7785175,-79.3465557,Grill It Up,43.77826768921672,-79.34330442089535,Food Court
155,M2J,43.7785175,-79.3465557,Manchu Wok,43.77822514623288,-79.34330206344342,Chinese Restaurant
156,M2J,43.7785175,-79.3465557,Taco Bell,43.77861083632695,-79.34318593865498,Restaurant
157,M2J,43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
158,M2J,43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
159,M2J,43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
160,M2J,43.7785175,-79.3465557,Don Mills Subway Station Passenger Pickup,43.77579613604461,-79.3450072688185,Bus Station
161,M2J,43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
162,M2J,43.7785175,-79.3465557,Circle K,43.7754422,-79.3478394,Convenience Store
163,M2J,43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
164,M2J,43.7785175,-79.3465557,Michel's Baguette,43.77432584600824,-79.34668494032192,Bakery
165,M2K,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
166,M2K,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
167,M2K,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
168,M2K,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
169,M2L,43.7574902,-79.37471409999999,Mind Over Matter Karate School,43.756100734275805,-79.37129616737366,Martial Arts Dojo
170,M2L,43.7574902,-79.37471409999999,Windfields Cafeteria,43.755862,-79.370649,Cafeteria
171,M2M,43.789053,-79.40849279999999,Coraza Movers - Moving Company Toronto,43.7882807,-79.4101199,Home Service
172,M2N,43.7701199,-79.40849279999999,Loblaws,43.768722,-79.412101,Grocery Store
173,M2N,43.7701199,-79.40849279999999,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
174,M2N,43.7701199,-79.40849279999999,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
175,M2N,43.7701199,-79.40849279999999,Saryo,43.76697902009232,-79.41220491675689,Café
176,M2N,43.7701199,-79.40849279999999,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
177,M2N,43.7701199,-79.40849279999999,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
178,M2N,43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
179,M2N,43.7701199,-79.40849279999999,Starbucks,43.768353,-79.413046,Coffee Shop
180,M2N,43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
181,M2N,43.7701199,-79.40849279999999,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
182,M2N,43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
183,M2N,43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
184,M2N,43.7701199,-79.40849279999999,Booster Juice,43.76889,-79.4129899,Juice Bar
185,M2N,43.7701199,-79.40849279999999,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
186,M2N,43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
187,M2N,43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
188,M2N,43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
189,M2N,43.7701199,-79.40849279999999,Aburi Room,43.769197,-79.414039,Sushi Restaurant
190,M2N,43.7701199,-79.40849279999999,Starbucks,43.768464,-79.414017,Coffee Shop
191,M2N,43.7701199,-79.40849279999999,Subway,43.768507,-79.41398454232785,Sandwich Place
192,M2N,43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
193,M2N,43.7701199,-79.40849279999999,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
194,M2N,43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
195,M2N,43.7701199,-79.40849279999999,Dollarama,43.768722,-79.412101,Discount Store
196,M2N,43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
197,M2N,43.7701199,-79.40849279999999,KINTON RAMEN,43.76968375926793,-79.41304877291766,Ramen Restaurant
198,M2N,43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
199,M2N,43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
200,M2N,43.7701199,-79.40849279999999,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
201,M2N,43.7701199,-79.40849279999999,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
202,M2N,43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
203,M2N,43.7701199,-79.40849279999999,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
204,M2N,43.7701199,-79.40849279999999,Trio Restaurant,43.769057691735014,-79.41437684224671,Restaurant
205,M2P,43.752758299999996,-79.4000493,TD Canada Trust,43.7509235,-79.4010039,Bank
206,M2P,43.752758299999996,-79.4000493,The Park,43.75296336074983,-79.40049184621708,Park
207,M2P,43.752758299999996,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
208,M2P,43.752758299999996,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
209,M2P,43.752758299999996,-79.4000493,Yorkminster Park,43.755488533718136,-79.40171241760254,Park
210,M2R,43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
211,M2R,43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
212,M2R,43.7827364,-79.4422593,RBC Royal Bank,43.78389412052616,-79.44660281892959,Bank
213,M2R,43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
214,M2R,43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
215,M2R,43.7827364,-79.4422593,Hartman's,43.78431215202778,-79.44621271750725,Butcher
216,M2R,43.7827364,-79.4422593,Painters With a Brush,43.7826682,-79.44828139999998,Home Service
217,M3A,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
218,M3A,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
219,M3A,43.7532586,-79.3296565,TTC stop - 44 Valley Woods,43.75540238129278,-79.33374133300899,Bus Stop
220,M3B,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
221,M3B,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
222,M3B,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
223,M3B,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
224,M3B,43.745905799999996,-79.352188,Bond Park,43.74537356928136,-79.35124509707558,Baseball Field
225,M3C,43.72589970000001,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
226,M3C,43.72589970000001,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
227,M3C,43.72589970000001,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
228,M3C,43.72589970000001,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
229,M3C,43.72589970000001,-79.340923,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant
230,M3C,43.72589970000001,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
231,M3C,43.72589970000001,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
232,M3C,43.72589970000001,-79.340923,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
233,M3C,43.72589970000001,-79.340923,Memories of Japan,43.72734746849249,-79.34136445237439,Japanese Restaurant
234,M3C,43.72589970000001,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,Concert Hall
235,M3C,43.72589970000001,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
236,M3C,43.72589970000001,-79.340923,Real Canadian Superstore,43.722704,-79.337508,Supermarket
237,M3C,43.72589970000001,-79.340923,Genghis Khan Mongolian Grill,43.7269059862849,-79.34121626053623,Asian Restaurant
238,M3C,43.72589970000001,-79.340923,GoodLife Fitness North York Don Mills and Eglinton,43.722704,-79.337508,Gym
239,M3C,43.72589970000001,-79.340923,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant
240,M3C,43.72589970000001,-79.340923,The Beer Store,43.7227042,-79.3375083,Beer Store
241,M3C,43.72589970000001,-79.340923,Subway,43.72432189860479,-79.33685838010095,Sandwich Place
242,M3C,43.72589970000001,-79.340923,Congee Star 帝王名粥,43.72658622416194,-79.34183343111253,Chinese Restaurant
243,M3C,43.72589970000001,-79.340923,Delimark Cafe,43.72753609649164,-79.33954737355866,Coffee Shop
244,M3C,43.72589970000001,-79.340923,Pho 88 發發餐廳,43.72664201962024,-79.3423446449432,Asian Restaurant
245,M3C,43.72589970000001,-79.340923,Harvey's,43.726602588537574,-79.34103479447748,Restaurant
246,M3H,43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
247,M3H,43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
248,M3H,43.7543283,-79.4422593,Starbucks,43.755703,-79.440483,Coffee Shop
249,M3H,43.7543283,-79.4422593,Best for Bride in Toronto,43.7557891,-79.4378344,Bridal Shop
250,M3H,43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
251,M3H,43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
252,M3H,43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Ice Cream Shop
253,M3H,43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
254,M3H,43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
255,M3H,43.7543283,-79.4422593,RBC Royal Bank,43.755697951682755,-79.43818263436917,Bank
256,M3H,43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
257,M3H,43.7543283,-79.4422593,Subway,43.755741275340625,-79.44050193032683,Sandwich Place
258,M3H,43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
259,M3H,43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
260,M3H,43.7543283,-79.4422593,Petro-Canada,43.755112,-79.438838,Gas Station
261,M3H,43.7543283,-79.4422593,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
262,M3H,43.7543283,-79.4422593,Shoppers Drug Mart,43.756239,-79.439599,Pharmacy
263,M3H,43.7543283,-79.4422593,Rogers,43.7554377,-79.4411542,Video Store
264,M3H,43.7543283,-79.4422593,Metro,43.75608379050764,-79.43978950381364,Supermarket
265,M3J,43.7679803,-79.48726190000001,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
